timestamp,rpic,asmfish_1,asmfish_2,asmfish_3,asmfish_4,asmfish_5,sysbench_cpu,voltage_1,power_factor_1,active_power_1,current_1,voltage_2,power_factor_2,active_power_2,current_2,voltage_3,power_factor_3,active_power_3,current_3,voltage_4,power_factor_4,active_power_4,current_4,voltage_5,power_factor_5,active_power_5,current_5,voltage_6,power_factor_6,active_power_6,current_6,source
1634146188.0,0,0.0,0.0,0.0,0.0,0.0,0.0,229.04,0.844,29.0,0.15,228.28,0.78,55.0,0.307,229.16,0.843,29.0,0.151,228.11,0.844,30.0,0.155,229.11,0.848,28.0,0.146,228.26,0.772,27.0,0.158,pfe1
1634146189.0,0,0.0,0.0,0.0,0.0,0.0,0.0,229.04,0.844,29.0,0.15,228.28,0.78,55.0,0.307,229.16,0.843,29.0,0.151,228.11,0.844,30.0,0.155,229.11,0.848,28.0,0.146,228.26,0.772,27.0,0.158,pfe1
1634146190.0,0,0.0,0.0,0.0,0.0,0.0,0.0,229.04,0.844,29.0,0.15,228.28,0.78,55.0,0.307,229.16,0.843,29.0,0.151,228.11,0.844,30.0,0.155,229.11,0.848,28.0,0.146,228.26,0.772,27.0,0.158,pfe1
1634146191.0,0,0.0,0.0,0.0,0.0,0.0,0.0,229.04,0.844,29.0,0.15,228.28,0.78,55.0,0.307,229.16,0.843,29.0,0.151,228.11,0.844,30.0,0.155,229.11,0.848,28.0,0.146,228.26,0.772,27.0,0.158,pfe1
1634146231.0,0,0.0,0.0,0.0,0.0,0.0,0.0,229.04,0.842,29.0,0.15,228.31,0.839,36.0,0.187,229.16,0.844,29.0,0.15,228.41,0.842,30.0,0.155,229.12,0.848,28.0,0.146,228.27,0.782,28.0,0.16,pfe1
1634146572.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.88,0.842,31.0,0.162,227.97,0.78,55.0,0.305,228.64,0.793,50.0,0.281,228.25,0.784,52.0,0.288,229.12,0.844,28.0,0.145,228.3,0.794,56.0,0.309,pfe1
1634146573.0,0,0.0,0.0,0.0,0.0,0.0,397.06,228.88,0.842,31.0,0.162,227.97,0.78,55.0,0.305,228.64,0.793,50.0,0.281,228.25,0.784,52.0,0.288,229.12,0.844,28.0,0.145,228.3,0.794,56.0,0.309,pfe1
1634146575.0,0,0.0,0.0,0.0,0.0,0.0,397.06,228.88,0.842,31.0,0.162,227.97,0.78,55.0,0.305,228.64,0.793,50.0,0.281,228.25,0.784,52.0,0.288,229.12,0.844,28.0,0.145,228.3,0.794,56.0,0.309,pfe1
1634146576.0,0,0.0,0.0,0.0,0.0,0.0,397.06,228.88,0.842,31.0,0.162,227.97,0.78,55.0,0.305,228.64,0.793,50.0,0.281,228.25,0.784,52.0,0.288,229.12,0.844,28.0,0.145,228.3,0.794,56.0,0.309,pfe1
1634146578.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.88,0.842,31.0,0.162,227.97,0.78,55.0,0.305,228.64,0.793,50.0,0.281,228.25,0.784,52.0,0.288,229.12,0.844,28.0,0.145,228.3,0.794,56.0,0.309,pfe1
1634146579.0,0,0.0,0.0,0.0,0.0,0.0,0.0,228.88,0.842,31.0,0.162,227.97,0.78,55.0,0.305,228.64,0.793,50.0,0.281,228.25,0.784,52.0,0.288,229.12,0.844,28.0,0.145,228.3,0.794,56.0,0.309,pfe1
1634146581.0,0,0.0,0.0,0.0,0.0,0.0,0.0,228.88,0.842,31.0,0.162,227.97,0.78,55.0,0.305,228.64,0.793,50.0,0.281,228.25,0.784,52.0,0.288,229.12,0.844,28.0,0.145,228.3,0.794,56.0,0.309,pfe1
1634146581.0,0,0.0,0.0,0.0,0.0,0.0,0.0,228.88,0.842,31.0,0.162,227.97,0.78,55.0,0.305,228.64,0.793,50.0,0.281,228.25,0.784,52.0,0.288,229.12,0.844,28.0,0.145,228.3,0.794,56.0,0.309,pfe1
1634146621.0,0,0.0,0.0,0.0,0.0,0.0,394.12,228.86,0.794,50.0,0.275,228.21,0.847,33.0,0.166,228.75,0.795,51.0,0.28,228.2,0.784,52.0,0.289,228.94,0.845,28.0,0.145,228.16,0.797,56.0,0.31,pfe1
1634146623.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.86,0.794,50.0,0.275,228.21,0.847,33.0,0.166,228.75,0.795,51.0,0.28,228.2,0.784,52.0,0.289,228.94,0.845,28.0,0.145,228.16,0.797,56.0,0.31,pfe1
1634146624.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.86,0.794,50.0,0.275,228.21,0.847,33.0,0.166,228.75,0.795,51.0,0.28,228.2,0.784,52.0,0.289,228.94,0.845,28.0,0.145,228.16,0.797,56.0,0.31,pfe1
1634146626.0,0,0.0,0.0,0.0,0.0,0.0,397.06,228.86,0.794,50.0,0.275,228.21,0.847,33.0,0.166,228.75,0.795,51.0,0.28,228.2,0.784,52.0,0.289,228.94,0.845,28.0,0.145,228.16,0.797,56.0,0.31,pfe1
1634146628.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.86,0.794,50.0,0.275,228.21,0.847,33.0,0.166,228.75,0.795,51.0,0.28,228.2,0.784,52.0,0.289,228.94,0.845,28.0,0.145,228.16,0.797,56.0,0.31,pfe1
1634146629.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.86,0.794,50.0,0.275,228.21,0.847,33.0,0.166,228.75,0.795,51.0,0.28,228.2,0.784,52.0,0.289,228.94,0.845,28.0,0.145,228.16,0.797,56.0,0.31,pfe1
1634146631.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.86,0.794,50.0,0.275,228.21,0.847,33.0,0.166,228.75,0.795,51.0,0.28,228.2,0.784,52.0,0.289,228.94,0.845,28.0,0.145,228.16,0.797,56.0,0.31,pfe1
1634146632.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.68,0.794,50.0,0.276,228.04,0.843,32.0,0.162,228.66,0.793,51.0,0.282,227.97,0.786,52.0,0.287,228.75,0.845,28.0,0.145,228.02,0.796,56.0,0.311,pfe1
1634146634.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.68,0.794,50.0,0.276,228.04,0.843,32.0,0.162,228.66,0.793,51.0,0.282,227.97,0.786,52.0,0.287,228.75,0.845,28.0,0.145,228.02,0.796,56.0,0.311,pfe1
1634146635.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.68,0.794,50.0,0.276,228.04,0.843,32.0,0.162,228.66,0.793,51.0,0.282,227.97,0.786,52.0,0.287,228.75,0.845,28.0,0.145,228.02,0.796,56.0,0.311,pfe1
1634146637.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.68,0.794,50.0,0.276,228.04,0.843,32.0,0.162,228.66,0.793,51.0,0.282,227.97,0.786,52.0,0.287,228.75,0.845,28.0,0.145,228.02,0.796,56.0,0.311,pfe1
1634146638.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.68,0.794,50.0,0.276,228.04,0.843,32.0,0.162,228.66,0.793,51.0,0.282,227.97,0.786,52.0,0.287,228.75,0.845,28.0,0.145,228.02,0.796,56.0,0.311,pfe1
1634146640.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.68,0.794,50.0,0.276,228.04,0.843,32.0,0.162,228.66,0.793,51.0,0.282,227.97,0.786,52.0,0.287,228.75,0.845,28.0,0.145,228.02,0.796,56.0,0.311,pfe1
1634146641.0,0,0.0,0.0,0.0,0.0,0.0,397.06,228.68,0.794,50.0,0.276,228.04,0.843,32.0,0.162,228.66,0.793,51.0,0.282,227.97,0.786,52.0,0.287,228.75,0.845,28.0,0.145,228.02,0.796,56.0,0.311,pfe1
1634146643.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.68,0.794,50.0,0.276,228.04,0.843,32.0,0.162,228.66,0.793,51.0,0.282,227.97,0.786,52.0,0.287,228.75,0.845,28.0,0.145,228.02,0.796,56.0,0.311,pfe1
1634146645.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.68,0.794,50.0,0.276,228.04,0.843,32.0,0.162,228.66,0.793,51.0,0.282,227.97,0.786,52.0,0.287,228.75,0.845,28.0,0.145,228.02,0.796,56.0,0.311,pfe1
1634146646.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.68,0.794,50.0,0.276,228.04,0.843,32.0,0.162,228.66,0.793,51.0,0.282,227.97,0.786,52.0,0.287,228.75,0.845,28.0,0.145,228.02,0.796,56.0,0.311,pfe1
1634146648.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.97,0.791,50.0,0.278,228.19,0.843,32.0,0.163,228.98,0.795,51.0,0.282,227.89,0.784,52.0,0.289,228.82,0.845,28.0,0.145,228.09,0.798,31.0,0.17,pfe1
1634146649.0,0,0.0,0.0,0.0,0.0,0.0,397.06,228.97,0.791,50.0,0.278,228.19,0.843,32.0,0.163,228.98,0.795,51.0,0.282,227.89,0.784,52.0,0.289,228.82,0.845,28.0,0.145,228.09,0.798,31.0,0.17,pfe1
1634146651.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.97,0.791,50.0,0.278,228.19,0.843,32.0,0.163,228.98,0.795,51.0,0.282,227.89,0.784,52.0,0.289,228.82,0.845,28.0,0.145,228.09,0.798,31.0,0.17,pfe1
1634146652.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.97,0.791,50.0,0.278,228.19,0.843,32.0,0.163,228.98,0.795,51.0,0.282,227.89,0.784,52.0,0.289,228.82,0.845,28.0,0.145,228.09,0.798,31.0,0.17,pfe1
1634146654.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.97,0.791,50.0,0.278,228.19,0.843,32.0,0.163,228.98,0.795,51.0,0.282,227.89,0.784,52.0,0.289,228.82,0.845,28.0,0.145,228.09,0.798,31.0,0.17,pfe1
1634146655.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.97,0.791,50.0,0.278,228.19,0.843,32.0,0.163,228.98,0.795,51.0,0.282,227.89,0.784,52.0,0.289,228.82,0.845,28.0,0.145,228.09,0.798,31.0,0.17,pfe1
1634146657.0,0,0.0,0.0,0.0,0.0,0.0,400.0,228.97,0.791,50.0,0.278,228.19,0.843,32.0,0.163,228.98,0.795,51.0,0.282,227.89,0.784,52.0,0.289,228.82,0.845,28.0,0.145,228.09,0.798,31.0,0.17,pfe1
1634146658.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.97,0.791,50.0,0.278,228.19,0.843,32.0,0.163,228.98,0.795,51.0,0.282,227.89,0.784,52.0,0.289,228.82,0.845,28.0,0.145,228.09,0.798,31.0,0.17,pfe1
1634146660.0,0,0.0,0.0,0.0,0.0,0.0,397.06,228.97,0.791,50.0,0.278,228.19,0.843,32.0,0.163,228.98,0.795,51.0,0.282,227.89,0.784,52.0,0.289,228.82,0.845,28.0,0.145,228.09,0.798,31.0,0.17,pfe1
1634146662.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.79,0.79,50.0,0.28,228.04,0.796,51.0,0.278,228.85,0.794,51.0,0.283,228.06,0.783,52.0,0.29,228.83,0.845,28.0,0.145,227.97,0.78,29.0,0.164,pfe1
1634146663.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.79,0.79,50.0,0.28,228.04,0.796,51.0,0.278,228.85,0.794,51.0,0.283,228.06,0.783,52.0,0.29,228.83,0.845,28.0,0.145,227.97,0.78,29.0,0.164,pfe1
1634146665.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.79,0.79,50.0,0.28,228.04,0.796,51.0,0.278,228.85,0.794,51.0,0.283,228.06,0.783,52.0,0.29,228.83,0.845,28.0,0.145,227.97,0.78,29.0,0.164,pfe1
1634146666.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.79,0.79,50.0,0.28,228.04,0.796,51.0,0.278,228.85,0.794,51.0,0.283,228.06,0.783,52.0,0.29,228.83,0.845,28.0,0.145,227.97,0.78,29.0,0.164,pfe1
1634146668.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.79,0.79,50.0,0.28,228.04,0.796,51.0,0.278,228.85,0.794,51.0,0.283,228.06,0.783,52.0,0.29,228.83,0.845,28.0,0.145,227.97,0.78,29.0,0.164,pfe1
1634146669.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.79,0.79,50.0,0.28,228.04,0.796,51.0,0.278,228.85,0.794,51.0,0.283,228.06,0.783,52.0,0.29,228.83,0.845,28.0,0.145,227.97,0.78,29.0,0.164,pfe1
1634146671.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.79,0.79,50.0,0.28,228.04,0.796,51.0,0.278,228.85,0.794,51.0,0.283,228.06,0.783,52.0,0.29,228.83,0.845,28.0,0.145,227.97,0.78,29.0,0.164,pfe1
1634146672.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.79,0.79,50.0,0.28,228.04,0.796,51.0,0.278,228.85,0.794,51.0,0.283,228.06,0.783,52.0,0.29,228.83,0.845,28.0,0.145,227.97,0.78,29.0,0.164,pfe1
1634146674.0,0,0.0,0.0,0.0,0.0,0.0,397.06,228.79,0.79,50.0,0.28,228.04,0.796,51.0,0.278,228.85,0.794,51.0,0.283,228.06,0.783,52.0,0.29,228.83,0.845,28.0,0.145,227.97,0.78,29.0,0.164,pfe1
1634146676.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.79,0.79,50.0,0.28,228.04,0.796,51.0,0.278,228.85,0.794,51.0,0.283,228.06,0.783,52.0,0.29,228.83,0.845,28.0,0.145,227.97,0.78,29.0,0.164,pfe1
1634146677.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.71,0.791,50.0,0.28,227.78,0.796,51.0,0.28,228.69,0.795,51.0,0.283,228.03,0.785,52.0,0.29,228.91,0.846,28.0,0.145,228.05,0.774,28.0,0.163,pfe1
1634146679.0,0,0.0,0.0,0.0,0.0,0.0,0.0,228.71,0.791,50.0,0.28,227.78,0.796,51.0,0.28,228.69,0.795,51.0,0.283,228.03,0.785,52.0,0.29,228.91,0.846,28.0,0.145,228.05,0.774,28.0,0.163,pfe1
1634146680.0,0,0.0,0.0,0.0,0.0,0.0,0.0,228.71,0.791,50.0,0.28,227.78,0.796,51.0,0.28,228.69,0.795,51.0,0.283,228.03,0.785,52.0,0.29,228.91,0.846,28.0,0.145,228.05,0.774,28.0,0.163,pfe1
1634146680.0,0,0.0,0.0,0.0,0.0,0.0,0.0,228.71,0.791,50.0,0.28,227.78,0.796,51.0,0.28,228.69,0.795,51.0,0.283,228.03,0.785,52.0,0.29,228.91,0.846,28.0,0.145,228.05,0.774,28.0,0.163,pfe1
1634146721.0,0,0.0,0.0,0.0,0.0,0.0,391.18,228.75,0.791,50.0,0.28,227.82,0.793,51.0,0.281,228.62,0.793,51.0,0.283,227.66,0.783,53.0,0.291,228.58,0.845,28.0,0.145,227.93,0.77,28.0,0.16,pfe1
1634146722.0,0,0.0,0.0,0.0,0.0,0.0,394.12,228.61,0.789,50.0,0.281,227.82,0.782,54.0,0.3,228.74,0.794,51.0,0.282,227.87,0.845,33.0,0.167,228.61,0.847,28.0,0.146,227.86,0.77,28.0,0.16,pfe1
1634146724.0,0,0.0,0.0,0.0,0.0,0.0,400.0,228.61,0.789,50.0,0.281,227.82,0.782,54.0,0.3,228.74,0.794,51.0,0.282,227.87,0.845,33.0,0.167,228.61,0.847,28.0,0.146,227.86,0.77,28.0,0.16,pfe1
1634146725.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.61,0.789,50.0,0.281,227.82,0.782,54.0,0.3,228.74,0.794,51.0,0.282,227.87,0.845,33.0,0.167,228.61,0.847,28.0,0.146,227.86,0.77,28.0,0.16,pfe1
1634146727.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.61,0.789,50.0,0.281,227.82,0.782,54.0,0.3,228.74,0.794,51.0,0.282,227.87,0.845,33.0,0.167,228.61,0.847,28.0,0.146,227.86,0.77,28.0,0.16,pfe1
1634146729.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.61,0.789,50.0,0.281,227.82,0.782,54.0,0.3,228.74,0.794,51.0,0.282,227.87,0.845,33.0,0.167,228.61,0.847,28.0,0.146,227.86,0.77,28.0,0.16,pfe1
1634146730.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.61,0.789,50.0,0.281,227.82,0.782,54.0,0.3,228.74,0.794,51.0,0.282,227.87,0.845,33.0,0.167,228.61,0.847,28.0,0.146,227.86,0.77,28.0,0.16,pfe1
1634146732.0,0,0.0,0.0,0.0,0.0,0.0,394.12,228.61,0.789,50.0,0.281,227.82,0.782,54.0,0.3,228.74,0.794,51.0,0.282,227.87,0.845,33.0,0.167,228.61,0.847,28.0,0.146,227.86,0.77,28.0,0.16,pfe1
1634146733.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.61,0.789,50.0,0.281,227.82,0.782,54.0,0.3,228.74,0.794,51.0,0.282,227.87,0.845,33.0,0.167,228.61,0.847,28.0,0.146,227.86,0.77,28.0,0.16,pfe1
1634146735.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.61,0.789,50.0,0.281,227.82,0.782,54.0,0.3,228.74,0.794,51.0,0.282,227.87,0.845,33.0,0.167,228.61,0.847,28.0,0.146,227.86,0.77,28.0,0.16,pfe1
1634146736.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.61,0.789,50.0,0.281,227.82,0.782,54.0,0.3,228.74,0.794,51.0,0.282,227.87,0.845,33.0,0.167,228.61,0.847,28.0,0.146,227.86,0.77,28.0,0.16,pfe1
1634146738.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.67,0.789,50.0,0.282,227.71,0.782,54.0,0.303,228.82,0.793,51.0,0.284,227.75,0.842,31.0,0.161,228.63,0.845,28.0,0.146,227.79,0.765,27.0,0.159,pfe1
1634146739.0,0,0.0,0.0,0.0,0.0,0.0,385.29,228.67,0.789,50.0,0.282,227.71,0.782,54.0,0.303,228.82,0.793,51.0,0.284,227.75,0.842,31.0,0.161,228.63,0.845,28.0,0.146,227.79,0.765,27.0,0.159,pfe1
1634146741.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.67,0.789,50.0,0.282,227.71,0.782,54.0,0.303,228.82,0.793,51.0,0.284,227.75,0.842,31.0,0.161,228.63,0.845,28.0,0.146,227.79,0.765,27.0,0.159,pfe1
1634146742.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.67,0.789,50.0,0.282,227.71,0.782,54.0,0.303,228.82,0.793,51.0,0.284,227.75,0.842,31.0,0.161,228.63,0.845,28.0,0.146,227.79,0.765,27.0,0.159,pfe1
1634146744.0,0,0.0,0.0,0.0,0.0,0.0,400.0,228.67,0.789,50.0,0.282,227.71,0.782,54.0,0.303,228.82,0.793,51.0,0.284,227.75,0.842,31.0,0.161,228.63,0.845,28.0,0.146,227.79,0.765,27.0,0.159,pfe1
1634146746.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.67,0.789,50.0,0.282,227.71,0.782,54.0,0.303,228.82,0.793,51.0,0.284,227.75,0.842,31.0,0.161,228.63,0.845,28.0,0.146,227.79,0.765,27.0,0.159,pfe1
1634146747.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.67,0.789,50.0,0.282,227.71,0.782,54.0,0.303,228.82,0.793,51.0,0.284,227.75,0.842,31.0,0.161,228.63,0.845,28.0,0.146,227.79,0.765,27.0,0.159,pfe1
1634146749.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.67,0.789,50.0,0.282,227.71,0.782,54.0,0.303,228.82,0.793,51.0,0.284,227.75,0.842,31.0,0.161,228.63,0.845,28.0,0.146,227.79,0.765,27.0,0.159,pfe1
1634146750.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.67,0.789,50.0,0.282,227.71,0.782,54.0,0.303,228.82,0.793,51.0,0.284,227.75,0.842,31.0,0.161,228.63,0.845,28.0,0.146,227.79,0.765,27.0,0.159,pfe1
1634146752.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.59,0.79,51.0,0.282,227.72,0.782,55.0,0.304,228.56,0.794,51.0,0.284,227.82,0.842,31.0,0.159,228.49,0.845,28.0,0.147,227.68,0.77,27.0,0.159,pfe1
1634146753.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.59,0.79,51.0,0.282,227.72,0.782,55.0,0.304,228.56,0.794,51.0,0.284,227.82,0.842,31.0,0.159,228.49,0.845,28.0,0.147,227.68,0.77,27.0,0.159,pfe1
1634146755.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.59,0.79,51.0,0.282,227.72,0.782,55.0,0.304,228.56,0.794,51.0,0.284,227.82,0.842,31.0,0.159,228.49,0.845,28.0,0.147,227.68,0.77,27.0,0.159,pfe1
1634146756.0,0,0.0,0.0,0.0,0.0,0.0,400.0,228.59,0.79,51.0,0.282,227.72,0.782,55.0,0.304,228.56,0.794,51.0,0.284,227.82,0.842,31.0,0.159,228.49,0.845,28.0,0.147,227.68,0.77,27.0,0.159,pfe1
1634146758.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.59,0.79,51.0,0.282,227.72,0.782,55.0,0.304,228.56,0.794,51.0,0.284,227.82,0.842,31.0,0.159,228.49,0.845,28.0,0.147,227.68,0.77,27.0,0.159,pfe1
1634146759.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.59,0.79,51.0,0.282,227.72,0.782,55.0,0.304,228.56,0.794,51.0,0.284,227.82,0.842,31.0,0.159,228.49,0.845,28.0,0.147,227.68,0.77,27.0,0.159,pfe1
1634146761.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.59,0.79,51.0,0.282,227.72,0.782,55.0,0.304,228.56,0.794,51.0,0.284,227.82,0.842,31.0,0.159,228.49,0.845,28.0,0.147,227.68,0.77,27.0,0.159,pfe1
1634146763.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.59,0.79,51.0,0.282,227.72,0.782,55.0,0.304,228.56,0.794,51.0,0.284,227.82,0.842,31.0,0.159,228.49,0.845,28.0,0.147,227.68,0.77,27.0,0.159,pfe1
1634146764.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.59,0.79,51.0,0.282,227.72,0.782,55.0,0.304,228.56,0.794,51.0,0.284,227.82,0.842,31.0,0.159,228.49,0.845,28.0,0.147,227.68,0.77,27.0,0.159,pfe1
1634146766.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.59,0.79,51.0,0.282,227.72,0.782,55.0,0.304,228.56,0.794,51.0,0.284,227.82,0.842,31.0,0.159,228.49,0.845,28.0,0.147,227.68,0.77,27.0,0.159,pfe1
1634146767.0,0,0.0,0.0,0.0,0.0,0.0,394.12,228.7,0.791,51.0,0.282,227.78,0.783,55.0,0.304,228.67,0.795,51.0,0.284,227.67,0.843,31.0,0.158,228.6,0.848,28.0,0.146,227.68,0.764,27.0,0.159,pfe1
1634146769.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.7,0.791,51.0,0.282,227.78,0.783,55.0,0.304,228.67,0.795,51.0,0.284,227.67,0.843,31.0,0.158,228.6,0.848,28.0,0.146,227.68,0.764,27.0,0.159,pfe1
1634146770.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.7,0.791,51.0,0.282,227.78,0.783,55.0,0.304,228.67,0.795,51.0,0.284,227.67,0.843,31.0,0.158,228.6,0.848,28.0,0.146,227.68,0.764,27.0,0.159,pfe1
1634146772.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.7,0.791,51.0,0.282,227.78,0.783,55.0,0.304,228.67,0.795,51.0,0.284,227.67,0.843,31.0,0.158,228.6,0.848,28.0,0.146,227.68,0.764,27.0,0.159,pfe1
1634146773.0,0,0.0,0.0,0.0,0.0,0.0,0.0,228.7,0.791,51.0,0.282,227.78,0.783,55.0,0.304,228.67,0.795,51.0,0.284,227.67,0.843,31.0,0.158,228.6,0.848,28.0,0.146,227.68,0.764,27.0,0.159,pfe1
1634146775.0,0,0.0,0.0,0.0,0.0,0.0,0.0,228.7,0.791,51.0,0.282,227.78,0.783,55.0,0.304,228.67,0.795,51.0,0.284,227.67,0.843,31.0,0.158,228.6,0.848,28.0,0.146,227.68,0.764,27.0,0.159,pfe1
1634146775.0,0,0.0,0.0,0.0,0.0,0.0,0.0,228.7,0.791,51.0,0.282,227.78,0.783,55.0,0.304,228.67,0.795,51.0,0.284,227.67,0.843,31.0,0.158,228.6,0.848,28.0,0.146,227.68,0.764,27.0,0.159,pfe1
1634146816.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.49,0.789,50.0,0.282,227.49,0.782,55.0,0.304,228.41,0.84,30.0,0.158,227.54,0.843,30.0,0.155,228.27,0.847,28.0,0.146,227.54,0.775,28.0,0.161,pfe1
1634146817.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.49,0.789,50.0,0.282,227.49,0.782,55.0,0.304,228.41,0.84,30.0,0.158,227.54,0.843,30.0,0.155,228.27,0.847,28.0,0.146,227.54,0.775,28.0,0.161,pfe1
1634146819.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.49,0.789,50.0,0.282,227.49,0.782,55.0,0.304,228.41,0.84,30.0,0.158,227.54,0.843,30.0,0.155,228.27,0.847,28.0,0.146,227.54,0.775,28.0,0.161,pfe1
1634146820.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.49,0.789,50.0,0.282,227.49,0.782,55.0,0.304,228.41,0.84,30.0,0.158,227.54,0.843,30.0,0.155,228.27,0.847,28.0,0.146,227.54,0.775,28.0,0.161,pfe1
1634146822.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.49,0.789,50.0,0.282,227.49,0.782,55.0,0.304,228.41,0.84,30.0,0.158,227.54,0.843,30.0,0.155,228.27,0.847,28.0,0.146,227.54,0.775,28.0,0.161,pfe1
1634146823.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.49,0.789,50.0,0.282,227.49,0.782,55.0,0.304,228.41,0.84,30.0,0.158,227.54,0.843,30.0,0.155,228.27,0.847,28.0,0.146,227.54,0.775,28.0,0.161,pfe1
1634146825.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.49,0.789,50.0,0.282,227.49,0.782,55.0,0.304,228.41,0.84,30.0,0.158,227.54,0.843,30.0,0.155,228.27,0.847,28.0,0.146,227.54,0.775,28.0,0.161,pfe1
1634146826.0,0,0.0,0.0,0.0,0.0,0.0,397.06,228.49,0.789,50.0,0.282,227.49,0.782,55.0,0.304,228.41,0.84,30.0,0.158,227.54,0.843,30.0,0.155,228.27,0.847,28.0,0.146,227.54,0.775,28.0,0.161,pfe1
1634146828.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.36,0.789,50.0,0.282,227.43,0.78,55.0,0.306,228.39,0.842,30.0,0.157,227.59,0.839,31.0,0.157,228.23,0.845,28.0,0.146,227.62,0.763,27.0,0.158,pfe1
1634146829.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.36,0.789,50.0,0.282,227.43,0.78,55.0,0.306,228.39,0.842,30.0,0.157,227.59,0.839,31.0,0.157,228.23,0.845,28.0,0.146,227.62,0.763,27.0,0.158,pfe1
1634146831.0,0,0.0,0.0,0.0,0.0,0.0,406.06,228.36,0.789,50.0,0.282,227.43,0.78,55.0,0.306,228.39,0.842,30.0,0.157,227.59,0.839,31.0,0.157,228.23,0.845,28.0,0.146,227.62,0.763,27.0,0.158,pfe1
1634146832.0,0,0.0,0.0,0.0,0.0,0.0,397.06,228.36,0.789,50.0,0.282,227.43,0.78,55.0,0.306,228.39,0.842,30.0,0.157,227.59,0.839,31.0,0.157,228.23,0.845,28.0,0.146,227.62,0.763,27.0,0.158,pfe1
1634146834.0,0,0.0,0.0,0.0,0.0,0.0,403.03,228.36,0.789,50.0,0.282,227.43,0.78,55.0,0.306,228.39,0.842,30.0,0.157,227.59,0.839,31.0,0.157,228.23,0.845,28.0,0.146,227.62,0.763,27.0,0.158,pfe1
